,Itr0_time,Itr0_acc,Itr0_conf,Itr0_aclabel
81,0.00030481815338134766,0.25,[0.1163078  0.14560953 0.11891015 0.12963489],[7 9 1 2]
82,0.00030422210693359375,0.25,[0.10376814 0.12338378 0.12202135 0.13659526],[1 3 0 5]
83,0.00030428171157836914,0.0,[0.16647114 0.1374884  0.11920873 0.17665583],[3 9 6 4]
84,0.0003025531768798828,0.0,[0.18546435 0.12279437 0.12690084 0.13165946],[9 6 6 5]
85,0.00030803680419921875,0.25,[0.10954853 0.12525971 0.14998764 0.12803373],[8 1 5 7]
86,0.0003058910369873047,0.0,[0.14061078 0.11992197 0.11180404 0.11894473],[3 8 8 0]
87,0.00030517578125,0.0,[0.12631114 0.13517457 0.12088934 0.12910467],[8 6 4 6]
88,0.0003075599670410156,0.0,[0.18512835 0.20676039 0.14810207 0.13799232],[0 5 2 2]
89,0.00030416250228881836,0.0,[0.14421506 0.12843147 0.20207971 0.12463422],[6 5 6 3]
90,0.00030416250228881836,0.25,[0.12090044 0.10294373 0.13918856 0.17169201],[8 1 1 7]
91,0.00031048059463500977,0.0,[0.11057823 0.15512024 0.16003175 0.12669696],[6 0 0 5]
92,0.000303804874420166,0.5,[0.15265678 0.19886063 0.16016962 0.13226657],[1 1 3 6]
93,0.0003008842468261719,0.0,[0.13433681 0.12793285 0.12234992 0.11864769],[9 4 2 7]
94,0.00030982494354248047,0.0,[0.16096276 0.13813765 0.15532586 0.12427659],[7 7 5 5]
95,0.0003026723861694336,0.0,[0.14643712 0.12152965 0.11188145 0.11121503],[3 2 8 0]
96,0.0003056526184082031,0.0,[0.12305228 0.10350828 0.19235137 0.15016916],[8 5 4 6]
97,0.0003063082695007324,0.5,[0.11881248 0.13066211 0.13172206 0.12005337],[1 1 8 9]
98,0.0003024935722351074,0.0,[0.142936   0.13342656 0.15282923 0.13927913],[3 5 2 3]
99,0.00030308961868286133,0.0,[0.15286441 0.12814662 0.13084619 0.1303485 ],[0 8 2 4]
