,Itr0_time,Itr0_acc,Itr0_conf,Itr0_aclabel
646,0.0036482810974121094,0.75,[0.84769    0.8331097  0.9960461  0.79234856],[2 4 0 7]
647,0.003639519214630127,0.75,[0.9976266  0.27079743 0.95261884 0.78472537],[5 7 8 5]
648,0.0036345720291137695,0.5,[0.5408574  0.5138792  0.54632956 0.36395794],[0 1 3 5]
649,0.003636598587036133,0.5,[0.33561882 0.32764208 0.520974   0.97456497],[7 7 4 3]
650,0.0036330223083496094,0.5,[0.40979126 0.72932845 0.2974937  0.33602592],[4 9 2 1]
651,0.0036325454711914062,0.25,[0.3047137  0.29430833 0.52749693 0.35324836],[5 3 7 9]
652,0.0036269426345825195,0.25,[0.5807669  0.27983972 0.95002985 0.36656457],[5 8 8 0]
653,0.003638029098510742,0.5,[0.8708765  0.24137951 0.4913411  0.5757612 ],[0 5 9 7]
654,0.0036491751670837402,0.25,[0.93708515 0.21834241 0.14133692 0.75143224],[1 7 5 1]
655,0.00364077091217041,0.25,[0.47940546 0.30753204 0.22209547 0.5908385 ],[9 6 3 5]
656,0.003642261028289795,0.5,[0.2999035 0.9440521 0.9579766 0.5805921],[8 9 9 1]
657,0.0036402344703674316,0.75,[0.91855854 0.65464634 0.9999788  0.90681106],[9 0 0 1]
658,0.0036433935165405273,0.25,[0.349008   0.561266   0.2872691  0.40460366],[4 3 4 6]
659,0.003621399402618408,0.25,[0.30110583 0.874788   0.24884559 0.30135438],[7 9 8 3]
660,0.003652632236480713,0.75,[0.25560418 0.3188324  0.38454103 0.8035694 ],[6 6 8 6]
661,0.0036336779594421387,0.75,[0.4900998  0.2902895  0.45249268 0.5700962 ],[0 0 5 6]
662,0.003703296184539795,0.5,[0.34783047 0.9625116  0.8539813  0.8581821 ],[5 2 8 1]
663,0.0036777257919311523,0.0,[0.6997077  0.50020725 0.3979581  0.44331956],[3 9 8 3]
664,0.00372314453125,0.25,[0.43167698 0.6124273  0.45963022 0.2940384 ],[3 5 7 7]
665,0.003656327724456787,0.5,[0.44896403 0.2510136  0.66677016 0.5838315 ],[8 5 9 4]
666,0.0036523938179016113,0.25,[0.75203466 0.7341473  0.24687299 0.25867796],[0 4 1 3]
667,0.003681957721710205,0.5,[0.50634307 0.66698134 0.29288873 0.29717597],[6 8 1 1]
668,0.0036533474922180176,0.5,[0.49028996 0.3246973  0.73954326 0.47469845],[0 0 1 8]
669,0.0036878585815429688,0.0,[0.22289498 0.4773273  0.4113919  0.23559558],[6 1 8 2]
670,0.0037814974784851074,0.25,[0.35288414 0.7247092  0.28471    0.5492701 ],[7 1 6 2]
671,0.0037361979484558105,0.75,[0.76817024 0.7711363  0.5334165  0.58326304],[1 5 4 5]
672,0.003778696060180664,0.25,[0.26858464 0.7949458  0.24194135 0.67460424],[4 4 2 3]
673,0.0037287473678588867,0.25,[0.4408699  0.41919237 0.32270253 0.99650145],[4 7 1 2]
674,0.0037478208541870117,0.5,[0.8594266  0.40811443 0.73366797 0.55956876],[5 9 8 0]
675,0.0037293434143066406,0.75,[0.56169534 0.47585285 0.38929436 0.1611535 ],[2 5 3 2]
676,0.0037494897842407227,0.25,[0.69200444 0.39079708 0.3270345  0.93518996],[7 8 5 9]
677,0.0037254691123962402,0.5,[0.24615787 0.5271366  0.34806213 0.6019583 ],[4 7 0 3]
678,0.0037413835525512695,0.25,[0.74691665 0.874378   0.2774895  0.25771353],[0 9 3 9]
679,0.0036386847496032715,0.75,[0.6645571  0.34397003 0.6525115  0.3976575 ],[5 8 8 1]
680,0.0036344528198242188,0.75,[0.61482847 0.40938017 0.9486285  0.3551068 ],[1 2 5 7]
681,0.0036478042602539062,0.5,[0.50524515 0.359788   0.95841885 0.34421885],[1 1 2 8]
682,0.003672301769256592,0.75,[0.35719472 0.6018256  0.94412166 0.61073726],[5 7 9 0]
683,0.0036705732345581055,0.25,[0.38825995 0.5077768  0.32961452 0.66554487],[0 1 9 5]
684,0.003680586814880371,0.25,[0.33417037 0.8106918  0.4094115  0.9475172 ],[3 1 6 9]
685,0.0036875009536743164,0.25,[0.37729168 0.63114715 0.46166235 0.2898364 ],[5 1 7 7]
686,0.0036603808403015137,0.5,[0.38273793 0.9663826  0.20865515 0.82680166],[1 5 7 6]
687,0.0036165714263916016,0.5,[0.94418037 0.36859217 0.5988714  0.5702143 ],[0 0 8 8]
688,0.0038529038429260254,0.75,[0.5461054  0.513523   0.23386903 0.45061243],[9 9 2 1]
689,0.003638327121734619,0.75,[0.7381016 0.9319057 0.9239379 0.4855786],[5 6 5 3]
690,0.003689885139465332,0.75,[0.5135912  0.5112259  0.48021802 0.7601577 ],[0 8 5 9]
691,0.003674149513244629,0.25,[0.3445164  0.5578749  0.20189135 0.83555627],[7 2 3 1]
692,0.003664255142211914,0.0,[0.41870722 0.28111193 0.38251102 0.19310941],[6 1 3 3]
693,0.003858029842376709,0.5,[0.7357224  0.26768458 0.37981385 0.5320848 ],[9 8 3 1]
694,0.003654003143310547,0.75,[0.950412   0.48090583 0.89692986 0.2644942 ],[0 6 9 2]
695,0.0036415457725524902,0.0,[0.8041984  0.3306897  0.23226453 0.31492156],[2 7 6 2]
696,0.0036501288414001465,0.5,[0.41863412 0.3319593  0.46263275 0.53940827],[3 3 5 5]
697,0.003637254238128662,0.25,[0.26128876 0.34018004 0.97427714 0.3828054 ],[6 5 0 1]
698,0.0036536455154418945,0.5,[0.54042375 0.38930276 0.47653723 0.72463185],[0 0 1 4]
699,0.0036488771438598633,0.25,[0.8258547  0.58772933 0.8470144  0.4636712 ],[2 3 9 2]
700,0.0036811232566833496,0.75,[0.9251921  0.56180274 0.56958276 0.9795449 ],[9 5 0 5]
701,0.0036194324493408203,0.25,[0.35147107 0.28595006 0.5762186  0.6449339 ],[8 2 4 2]
702,0.003665030002593994,0.25,[0.38270578 0.28006822 0.537756   0.4394882 ],[0 5 5 4]
703,0.003644108772277832,0.5,[0.43991375 0.8500893  0.48162416 0.28884986],[0 0 9 2]
704,0.003646552562713623,0.75,[0.359814   0.49689516 0.510799   0.7465645 ],[7 0 2 1]
705,0.0036458373069763184,0.25,[0.51519626 0.37682068 0.31664306 0.8395769 ],[1 4 4 3]
706,0.0036531686782836914,0.25,[0.4029469  0.5430847  0.36980942 0.49317792],[9 9 1 9]
707,0.0036433935165405273,0.25,[0.7360289  0.74242556 0.3260385  0.48679137],[8 5 4 8]
708,0.003630697727203369,0.0,[0.73329216 0.29365316 0.6093339  0.3284425 ],[0 2 8 2]
709,0.003641486167907715,0.0,[0.27350494 0.27837178 0.3525233  0.36211264],[3 4 7 7]
710,0.0036512017250061035,0.25,[0.6869018  0.21913475 0.32432988 0.4048477 ],[5 6 8 4]
711,0.003644287586212158,0.25,[0.35874227 0.6816849  0.5356465  0.4254176 ],[5 5 9 4]
712,0.0036517977714538574,0.5,[0.8555925  0.3023847  0.25553203 0.69082874],[8 2 0 9]
713,0.0036344528198242188,0.25,[0.46925464 0.3124897  0.55419517 0.7671795 ],[6 9 2 7]
714,0.003632068634033203,0.5,[0.4712933  0.36625805 0.4252134  0.8748556 ],[0 2 2 4]
715,0.0036496520042419434,0.0,[0.6084221  0.34454998 0.51844674 0.54077864],[0 5 5 7]
716,0.0036846399307250977,0.25,[0.88354594 0.4655638  0.2764144  0.37577674],[0 9 9 8]
717,0.003662705421447754,0.5,[0.5080474  0.23476642 0.97368854 0.52768886],[1 5 0 1]
718,0.0037000179290771484,0.75,[0.24802843 0.34700182 0.4741414  0.8054043 ],[9 8 7 5]
719,0.003675222396850586,0.25,[0.2591684  0.24366827 0.29208606 0.85058516],[8 3 5 9]
720,0.0036927461624145508,0.25,[0.26961172 0.5150606  0.25666335 0.77123886],[2 0 6 5]
721,0.0036523938179016113,0.75,[0.7201775  0.33555266 0.45867646 0.32202488],[7 2 3 2]
722,0.0036696791648864746,0.5,[0.7645051  0.70152414 0.48901618 0.32257748],[9 3 5 7]
723,0.0036581754684448242,0.0,[0.754957   0.31005377 0.35811448 0.44813526],[9 7 9 8]
724,0.003657996654510498,0.5,[0.36627635 0.8868269  0.48762757 0.4661172 ],[9 8 4 6]
725,0.003646373748779297,0.25,[0.46625432 0.54625016 0.450921   0.6323867 ],[4 5 0 3]
726,0.0036503076553344727,0.75,[0.77393544 0.523651   0.6097413  0.41892838],[6 8 9 0]
727,0.00364530086517334,0.5,[0.4818022  0.8590308  0.5452811  0.71181923],[9 7 1 9]
728,0.003651440143585205,0.25,[0.32213634 0.75321835 0.6976959  0.68991166],[0 7 0 6]
729,0.0036269426345825195,1.0,[0.8648446  0.9869998  0.5931355  0.67610395],[8 1 6 0]
730,0.0036402344703674316,0.25,[0.5075611  0.27149934 0.7559265  0.5281177 ],[7 3 2 3]
731,0.003641486167907715,0.75,[0.32548603 0.71028364 0.24195716 0.70630276],[2 0 7 1]
732,0.0036458969116210938,0.25,[0.15130837 0.5114685  0.35238594 0.680996  ],[9 9 2 2]
733,0.0036478638648986816,0.75,[0.466817   0.9656808  0.31244057 0.19325629],[3 8 9 6]
734,0.0036516189575195312,0.25,[0.60527885 0.7770625  0.87319267 0.46513873],[1 4 0 1]
735,0.0036433935165405273,0.25,[0.9749087  0.92997265 0.8539751  0.57609123],[6 8 1 8]
736,0.0036392807960510254,0.0,[0.50064456 0.42056087 0.886442   0.45864666],[7 8 3 2]
737,0.0036429762840270996,0.5,[0.6716958  0.41031307 0.86343926 0.7431203 ],[9 2 7 2]
738,0.0036429762840270996,0.5,[0.90829605 0.71134055 0.17558579 0.6211618 ],[2 5 2 6]
739,0.0036410093307495117,0.25,[0.33559644 0.38507748 0.28995192 0.5992229 ],[6 9 3 9]
740,0.0036963820457458496,0.5,[0.40694046 0.8684066  0.26322934 0.38840497],[1 8 2 3]
741,0.003637254238128662,0.25,[0.35509178 0.86232287 0.58255243 0.36700782],[4 7 0 0]
742,0.0036435723304748535,0.25,[0.26796153 0.7476148  0.3628282  0.6455516 ],[3 6 6 0]
743,0.0036209821701049805,0.5,[0.8050801 0.3460112 0.7912339 0.8606187],[0 7 0 7]
744,0.0036416053771972656,0.25,[0.44161445 0.35992905 0.39369088 0.23762071],[8 2 0 9]
745,0.003636956214904785,0.5,[0.3454155  0.9392618  0.7550886  0.58105314],[6 0 6 6]
746,0.0036385655403137207,0.5,[0.2945228  0.27253556 0.65925837 0.34343982],[7 4 8 2]
747,0.0036420822143554688,0.75,[0.6417032  0.60346806 0.20889911 0.19806454],[0 1 3 1]
748,0.003645002841949463,0.5,[0.45077795 0.6809592  0.540309   0.27325213],[2 4 6 5]
749,0.0036333203315734863,0.5,[0.2904059  0.6636952  0.30763447 0.51945215],[7 4 6 1]
750,0.0036295652389526367,0.0,[0.5125396  0.27551463 0.80249155 0.39771014],[2 4 4 5]
751,0.0036468505859375,0.5,[0.80477405 0.4751244  0.31112355 0.51959294],[2 3 8 5]
752,0.003651440143585205,0.75,[0.9153419  0.4605273  0.602713   0.73534095],[9 7 6 9]
753,0.0036562681198120117,0.5,[0.40157408 0.27596614 0.5119914  0.2919641 ],[9 6 6 6]
754,0.003648817539215088,0.75,[0.3751774  0.90342486 0.7690238  0.52481335],[8 8 1 2]
755,0.003641188144683838,0.75,[0.5409509 0.7074715 0.6008724 0.3530542],[0 9 7 1]
756,0.0036560893058776855,0.5,[0.21325544 0.46763182 0.46947986 0.43408   ],[0 3 6 5]
757,0.0036295652389526367,0.5,[0.689327   0.6351621  0.44795328 0.46605992],[5 8 7 3]
758,0.003647148609161377,0.25,[0.5928955  0.7542331  0.53646564 0.66135836],[4 4 1 7]
759,0.003641366958618164,0.5,[0.3690002  0.46948212 0.39840752 0.9024916 ],[4 6 3 0]
760,0.0036597251892089844,0.5,[0.6843553  0.7551352  0.41092804 0.8169839 ],[2 7 4 4]
761,0.003647148609161377,1.0,[0.4248259  0.81588715 0.40247074 0.9241919 ],[4 8 4 9]
762,0.0036495327949523926,0.0,[0.27084482 0.3872142  0.4804799  0.54109275],[7 7 4 6]
763,0.003635704517364502,0.25,[0.34147534 0.35487428 0.36316624 0.3008309 ],[3 0 3 6]
764,0.003625214099884033,0.5,[0.8202689  0.48137453 0.5462507  0.30139667],[5 2 7 5]
765,0.0036956071853637695,0.25,[0.54204744 0.31519455 0.5526186  0.30599573],[0 6 5 0]
766,0.003793179988861084,0.25,[0.35701457 0.78886586 0.51649755 0.46446922],[6 1 8 2]
767,0.0036696791648864746,0.0,[0.3589449  0.37529773 0.8622439  0.22739784],[0 1 9 2]
768,0.0037459135055541992,0.5,[0.2202993 0.3293069 0.9422155 0.5319927],[1 3 6 3]
769,0.003763556480407715,0.25,[0.5060595  0.40611637 0.36015204 0.60662097],[1 4 7 2]
770,0.0036849379539489746,0.5,[0.5463114  0.34689683 0.82688004 0.3794054 ],[6 7 7 1]
771,0.003759443759918213,0.5,[0.5137089 0.545152  0.2896913 0.6778169],[4 9 8 7]
772,0.0036399364471435547,0.5,[0.8617538  0.6073295  0.52000135 0.6329978 ],[4 6 3 3]
773,0.0036527514457702637,0.5,[0.8278403  0.3456069  0.49175838 0.5427352 ],[0 5 2 2]
774,0.0036568641662597656,0.5,[0.4699439  0.3048039  0.26142663 0.3859609 ],[7 3 7 5]
775,0.003651559352874756,0.25,[0.44011316 0.63823307 0.4583021  0.33119598],[9 9 8 6]
776,0.0036537647247314453,0.5,[0.73972285 0.79312277 0.8482048  0.2430163 ],[4 0 8 2]
777,0.0036458373069763184,0.0,[0.7750706  0.28674236 0.3013293  0.27056554],[3 5 3 1]
778,0.003624558448791504,0.0,[0.5241221  0.24116541 0.3783355  0.4952764 ],[5 5 8 8]
779,0.003637850284576416,0.25,[0.44765618 0.5989054  0.52760357 0.24085562],[3 8 7 7]
780,0.0036447644233703613,0.5,[0.42907172 0.6744939  0.34335282 0.32694507],[0 1 1 8]
781,0.0036417245864868164,0.5,[0.615562   0.36930233 0.86712193 0.39067048],[8 0 8 3]
782,0.0036393404006958008,0.25,[0.4784132  0.38354555 0.36895972 0.27620757],[9 1 8 3]
783,0.0036426186561584473,0.5,[0.58367914 0.54248667 0.4069228  0.9004623 ],[3 9 2 1]
784,0.0036454200744628906,0.75,[0.27484253 0.48139974 0.74383545 0.25867528],[2 3 1 5]
785,0.003629028797149658,0.75,[0.7521684  0.43110064 0.40743384 0.229663  ],[9 1 6 2]
786,0.003647327423095703,0.5,[0.66026765 0.71378267 0.47756413 0.2701217 ],[9 0 1 2]
787,0.003635227680206299,0.75,[0.4480958 0.3751376 0.7840057 0.7819231],[7 5 7 8]
788,0.0036430954933166504,0.5,[0.2926369  0.40398753 0.23484066 0.50558674],[5 0 5 4]
789,0.0037030577659606934,0.5,[0.4604833  0.5360594  0.17117253 0.42942414],[4 1 8 1]
790,0.003668665885925293,0.0,[0.2148906  0.75442994 0.47679824 0.65371174],[0 8 0 7]
791,0.003661632537841797,0.25,[0.5266912  0.41005617 0.8919407  0.4183241 ],[6 1 8 7]
792,0.003661513328552246,0.5,[0.70043695 0.54851264 0.37035105 0.32392925],[3 9 1 0]
793,0.00370866060256958,0.25,[0.9372027  0.7948976  0.20009662 0.64313316],[8 9 6 2]
794,0.003664672374725342,0.0,[0.28306296 0.20277794 0.5762845  0.6144153 ],[1 6 5 9]
795,0.0036447644233703613,0.25,[0.224333   0.45448825 0.38036683 0.32424635],[5 8 8 8]
796,0.003655672073364258,0.5,[0.76922375 0.771318   0.7107709  0.37619263],[0 6 1 2]
797,0.0036416053771972656,0.5,[0.6476922  0.36363012 0.66776586 0.2540967 ],[8 6 8 6]
798,0.003645777702331543,0.5,[0.34720728 0.32468045 0.25214723 0.8730538 ],[4 4 8 0]
799,0.0036281943321228027,0.0,[0.6680526  0.2358983  0.66235065 0.45493025],[3 5 5 7]
800,0.003649473190307617,0.75,[0.9446965  0.37454885 0.5293528  0.6004807 ],[0 5 8 6]
801,0.003634929656982422,0.25,[0.3739354  0.33512548 0.4340865  0.26586935],[7 4 3 3]
802,0.0037050247192382812,0.0,[0.35062113 0.31707928 0.77478    0.40463883],[6 3 8 2]
803,0.003642261028289795,0.25,[0.9478092 0.2612576 0.4043574 0.6617088],[9 7 2 9]
804,0.003659367561340332,0.25,[0.51064557 0.20554078 0.6791461  0.55327916],[2 3 7 0]
805,0.0036423206329345703,0.75,[0.9818024  0.80734634 0.44379684 0.46260443],[8 6 3 5]
806,0.0036209821701049805,0.25,[0.22527054 0.40652952 0.3901887  0.67503357],[5 3 3 8]
807,0.003645181655883789,0.5,[0.505601   0.25837547 0.55192316 0.7440837 ],[8 6 2 5]
808,0.0036440491676330566,0.5,[0.8933694  0.32315168 0.2940794  0.5896994 ],[9 9 9 9]
809,0.0036486387252807617,0.5,[0.8502318 0.4849348 0.435895  0.5118552],[1 0 6 1]
810,0.0036429166793823242,0.25,[0.6690845  0.28912768 0.5691449  0.6854157 ],[2 5 2 7]
811,0.0036402344703674316,1.0,[0.97944325 0.49778003 0.5369278  0.1831268 ],[1 0 3 3]
812,0.003662288188934326,0.75,[0.38446426 0.5330575  0.37331274 0.68979704],[9 5 6 6]
813,0.003619968891143799,0.25,[0.83757454 0.63552487 0.25929996 0.7494206 ],[8 9 8 9]
814,0.003656327724456787,0.25,[0.61964536 0.37612593 0.440921   0.45482764],[2 8 9 7]
815,0.003635585308074951,0.25,[0.35726956 0.37494633 0.7917033  0.3313654 ],[4 8 0 0]
816,0.0036441683769226074,0.5,[0.43571264 0.4727205  0.27304137 0.27102306],[4 9 3 5]
817,0.003640890121459961,0.25,[0.94166744 0.2942962  0.4036052  0.35142896],[1 9 8 4]
818,0.003652513027191162,0.25,[0.447321   0.4860571  0.2669174  0.74247557],[2 8 9 7]
819,0.0036281943321228027,0.5,[0.46041024 0.36979184 0.42459792 0.7377241 ],[0 5 4 3]
820,0.0036270618438720703,0.5,[0.68269557 0.40063995 0.51957244 0.6727193 ],[0 1 4 4]
821,0.0036349892616271973,0.5,[0.2997767  0.40781552 0.39070627 0.7197386 ],[5 8 2 2]
822,0.00365525484085083,0.25,[0.5784182  0.7583886  0.5475154  0.26577154],[8 1 4 4]
823,0.003653407096862793,0.0,[0.993704   0.7366225  0.5523401  0.43507338],[2 7 8 3]
824,0.0036510229110717773,0.5,[0.43900347 0.5030366  0.9562252  0.4212954 ],[1 6 1 7]
825,0.0036457180976867676,0.25,[0.29850644 0.620278   0.88028556 0.968858  ],[2 3 3 5]
826,0.003654778003692627,0.75,[0.43544894 0.7324902  0.44057205 0.38190752],[8 5 0 2]
827,0.0036230087280273438,0.0,[0.3850446  0.28759667 0.39791712 0.26623207],[9 5 2 7]
828,0.0036464333534240723,0.5,[0.18987358 0.30929738 0.3489324  0.6657616 ],[4 5 6 3]
829,0.003644585609436035,0.75,[0.45801574 0.46299985 0.5791892  0.8441499 ],[7 5 6 9]
830,0.0036591291427612305,0.0,[0.49693698 0.74133873 0.26950532 0.5502102 ],[9 8 9 0]
831,0.0036455392837524414,0.5,[0.4937568  0.9807381  0.7547164  0.85010463],[3 8 9 1]
832,0.0036606192588806152,0.5,[0.29764622 0.2969512  0.7541866  0.79648805],[7 2 4 5]
833,0.0036460161209106445,0.25,[0.4746943  0.44690776 0.5719192  0.73447955],[6 2 4 5]
834,0.0036319494247436523,0.75,[0.3374892  0.34235    0.6594179  0.45777395],[3 0 3 0]
835,0.0036441683769226074,0.5,[0.6250667  0.33797854 0.39508095 0.6724239 ],[0 5 2 1]
836,0.0036447644233703613,0.25,[0.40163505 0.28959012 0.961802   0.9641586 ],[2 3 2 1]
837,0.003641664981842041,0.5,[0.8123576 0.2873092 0.495605  0.4002938],[0 4 1 4]
838,0.00364077091217041,0.5,[0.2217266  0.3675982  0.44137326 0.5027834 ],[0 2 1 2]
839,0.0036464333534240723,0.25,[0.6653424 0.5104082 0.6032765 0.5935322],[7 6 1 6]
840,0.0036545991897583008,0.5,[0.30790466 0.75325453 0.5111657  0.736237  ],[0 6 8 1]
841,0.0036191344261169434,0.25,[0.25748202 0.48842958 0.48255053 0.52806   ],[2 4 8 8]
842,0.0036543607711791992,0.25,[0.36345243 0.6973591  0.22999203 0.5750039 ],[7 3 6 3]
843,0.0036453604698181152,0.75,[0.3396395  0.8823203  0.30308855 0.36068457],[4 9 7 3]
844,0.0036451220512390137,0.75,[0.59333414 0.5475967  0.6505925  0.87630147],[6 8 1 9]
845,0.0036448240280151367,0.5,[0.42364854 0.30343634 0.39041865 0.2720298 ],[5 5 6 5]
846,0.003649771213531494,0.5,[0.62939954 0.65728873 0.58366746 0.19282801],[8 9 7 3]
847,0.0036362409591674805,0.5,[0.369167  0.8045548 0.5554202 0.8203195],[0 0 5 7]
848,0.0036246180534362793,0.25,[0.4930025  0.5827181  0.36758032 0.20957443],[7 9 6 2]
849,0.0036448240280151367,0.5,[0.39342877 0.23491666 0.9498079  0.27378756],[3 6 7 6]
850,0.003657817840576172,0.5,[0.5156534  0.3110683  0.90682304 0.36520213],[0 1 1 3]
851,0.0036405324935913086,0.25,[0.9180112  0.61581    0.33615306 0.3704862 ],[4 9 5 7]
852,0.0036447644233703613,0.75,[0.31169918 0.91136646 0.8345268  0.59179235],[3 2 7 7]
853,0.0036439895629882812,0.5,[0.5687326  0.48212254 0.31569123 0.76011115],[3 3 3 8]
854,0.0036580562591552734,0.0,[0.21991393 0.35835624 0.17502514 0.26260182],[4 4 5 5]
855,0.003622293472290039,0.5,[0.4383698  0.9219241  0.40575555 0.39661166],[4 0 3 3]
856,0.0036336183547973633,0.5,[0.9431591  0.67261267 0.8330054  0.43640557],[8 2 1 3]
857,0.0036348700523376465,0.75,[0.26764375 0.83455175 0.24724863 0.8487127 ],[2 4 3 6]
858,0.003662109375,0.25,[0.6972372  0.53468704 0.8815371  0.8495966 ],[8 6 3 7]
859,0.0036497116088867188,0.5,[0.9326315  0.6969891  0.45857254 0.25858518],[8 4 6 3]
860,0.0036545395851135254,0.0,[0.53011394 0.5191494  0.35439783 0.3884614 ],[1 1 3 6]
861,0.0036502480506896973,0.5,[0.27125916 0.3377463  0.28247422 0.6985946 ],[8 6 4 0]
862,0.003649592399597168,0.25,[0.5629758  0.39422986 0.42072108 0.9906928 ],[9 3 9 0]
863,0.00363767147064209,0.0,[0.42678985 0.4719951  0.50257474 0.4328293 ],[6 9 7 3]
864,0.0037015676498413086,0.5,[0.72765934 0.8003531  0.469853   0.55837446],[5 6 2 2]
865,0.003636181354522705,0.25,[0.51984686 0.40998363 0.89559656 0.6719695 ],[2 3 6 3]
866,0.0036380887031555176,0.5,[0.56369835 0.31835845 0.5301136  0.35238308],[4 2 1 6]
867,0.003639400005340576,0.5,[0.41329882 0.5579664  0.8535002  0.5116379 ],[5 5 9 5]
868,0.0036663413047790527,0.5,[0.48213118 0.20232695 0.4734362  0.58825666],[2 0 9 8]
869,0.0036148428916931152,0.5,[0.27581286 0.7144115  0.37199113 0.54388076],[2 9 5 9]
870,0.003651738166809082,0.5,[0.38225767 0.5516401  0.9526823  0.31639904],[7 0 7 8]
871,0.003635883331298828,0.5,[0.548557  0.4749803 0.9690216 0.4261411],[6 3 6 2]
872,0.003646552562713623,0.25,[0.23581247 0.44743615 0.4229919  0.91458446],[3 8 3 9]
873,0.00363236665725708,0.5,[0.3492519  0.7236338  0.29766124 0.7947504 ],[9 9 0 7]
874,0.0036580562591552734,0.5,[0.30853966 0.7129597  0.26890957 0.5201795 ],[4 6 9 1]
875,0.0036188364028930664,0.25,[0.91199255 0.41143027 0.30102327 0.9305781 ],[8 6 7 2]
876,0.003848254680633545,0.25,[0.665228   0.24290195 0.3954418  0.7031177 ],[6 3 4 0]
877,0.0037286877632141113,0.25,[0.57650363 0.7090212  0.7162717  0.2636609 ],[3 4 0 9]
878,0.0036606192588806152,0.5,[0.24161913 0.5723093  0.9581861  0.21280241],[1 6 9 3]
879,0.0036483407020568848,0.75,[0.55269283 0.4018056  0.7634876  0.61603445],[9 9 6 8]
880,0.00364762544631958,0.5,[0.37978667 0.40522665 0.97566575 0.86056554],[5 0 5 7]
881,0.003634810447692871,0.25,[0.602632   0.6021248  0.59876335 0.23119278],[9 0 7 8]
882,0.0036587119102478027,0.5,[0.40604067 0.8847843  0.26975545 0.51615244],[1 3 6 6]
883,0.0036220550537109375,0.25,[0.40404528 0.41244158 0.41299376 0.48018703],[2 3 4 9]
884,0.0036464929580688477,0.25,[0.61456203 0.9492555  0.20141222 0.33510247],[5 2 2 2]
885,0.0036356449127197266,0.5,[0.94070345 0.28974777 0.9771189  0.5953451 ],[0 6 1 2]
886,0.0036388039588928223,0.25,[0.325157   0.53345066 0.48534232 0.574441  ],[5 2 8 2]
887,0.003634929656982422,0.5,[0.27103812 0.51536393 0.32600737 0.4199581 ],[7 8 4 9]
888,0.0036367177963256836,0.25,[0.42602268 0.38132137 0.7956335  0.57590294],[1 0 4 6]
889,0.0036396384239196777,0.5,[0.36866423 0.43979806 0.3989755  0.9053363 ],[2 2 1 1]
890,0.00361788272857666,0.75,[0.8088264  0.99113137 0.5508734  0.51823825],[4 0 5 4]
891,0.003636777400970459,0.5,[0.6507984  0.25677177 0.89469707 0.743501  ],[6 4 7 9]
892,0.00363767147064209,0.0,[0.2149392  0.34932342 0.24464016 0.35343727],[3 4 2 9]
893,0.003636300563812256,0.25,[0.97098833 0.55303687 0.55494493 0.6104721 ],[1 7 5 9]
894,0.003629028797149658,0.25,[0.31307366 0.73283046 0.6114371  0.6870315 ],[4 0 2 7]
895,0.00363999605178833,0.25,[0.3369545  0.79285455 0.6033829  0.46522036],[4 1 7 7]
896,0.0036402344703674316,0.5,[0.36599132 0.69302195 0.4208881  0.34488198],[5 2 4 3]
897,0.0036167502403259277,0.75,[0.6714658  0.4369241  0.37183163 0.31435865],[6 4 4 8]
898,0.003637969493865967,1.0,[0.5727967  0.41287506 0.3643774  0.35037926],[5 4 3 2]
899,0.0038286447525024414,0.25,[0.22487421 0.97771275 0.91040885 0.5116888 ],[6 4 9 6]
900,0.0036682486534118652,0.25,[0.22363889 0.35948968 0.27674678 0.85869443],[6 6 1 8]
901,0.0036829710006713867,0.5,[0.8136167  0.44301343 0.9440027  0.33536717],[4 0 0 9]
902,0.0036748647689819336,0.75,[0.7473562  0.84496695 0.43754283 0.23208985],[7 4 8 4]
903,0.0036599040031433105,0.5,[0.59870446 0.52659714 0.9972887  0.45517284],[6 0 5 4]
904,0.003639817237854004,0.25,[0.329081   0.39008594 0.71837103 0.59602326],[3 4 2 9]
905,0.00364077091217041,0.5,[0.7410931  0.4408089  0.27210227 0.49578342],[6 0 3 3]
906,0.003649294376373291,0.25,[0.53596896 0.4063528  0.35655576 0.2664923 ],[3 3 4 0]
907,0.0036458969116210938,0.0,[0.36727232 0.27402917 0.46339843 0.35348347],[5 3 8 3]
908,0.003642439842224121,0.0,[0.86751133 0.18721458 0.7481301  0.79930973],[7 5 4 5]
909,0.0036409497261047363,0.75,[0.51208526 0.78004634 0.77016586 0.7706838 ],[4 1 6 9]
910,0.003655731678009033,0.25,[0.2159278  0.36617538 0.8673661  0.5050055 ],[2 4 7 2]
911,0.003625154495239258,0.5,[0.465583   0.38447142 0.4696598  0.4465968 ],[3 0 7 7]
912,0.0036529898643493652,0.25,[0.82829    0.5535148  0.30878046 0.33335713],[9 9 6 2]
913,0.0036556124687194824,0.25,[0.40766066 0.48901942 0.9099803  0.3694966 ],[0 5 2 9]
914,0.0036610960960388184,0.0,[0.55419266 0.63202846 0.26016968 0.6067013 ],[6 5 3 1]
915,0.0036706924438476562,0.25,[0.27140498 0.2798768  0.9375428  0.9442138 ],[5 3 5 7]
916,0.003654956817626953,0.0,[0.7191162  0.28833452 0.6945537  0.46694142],[5 9 8 2]
917,0.00364530086517334,0.5,[0.29639304 0.37629178 0.308113   0.41093075],[4 8 6 2]
