,Itr0_time,Itr0_acc,Itr0_conf,Itr0_aclabel
176,0.0035842061042785645,0.25,[0.25869572 0.58871764 0.20600161 0.37819865],[7 0 1 6]
177,0.003782510757446289,0.5,[0.51483995 0.25887096 0.91530734 0.19178589],[6 2 1 3]
178,0.0035933256149291992,0.25,[0.27687475 0.9809021  0.27252567 0.5864952 ],[8 5 7 8]
179,0.0035889148712158203,0.5,[0.4554439  0.89043516 0.35672522 0.82416314],[5 0 7 6]
180,0.003748774528503418,0.5,[0.4903319  0.5144827  0.48955172 0.919266  ],[1 0 4 5]
181,0.0035692453384399414,0.0,[0.36962888 0.4701609  0.38987696 0.29263246],[7 6 9 4]
182,0.0035938024520874023,0.25,[0.33416602 0.34496096 0.4899394  0.3258019 ],[3 0 4 5]
183,0.0035683512687683105,0.5,[0.9146061  0.6649131  0.30447945 0.5187479 ],[0 4 2 0]
184,0.003594636917114258,0.75,[0.8109278 0.7959999 0.587226  0.8525298],[9 6 6 8]
185,0.003578782081604004,0.75,[0.8026962  0.41797775 0.78390557 0.2489241 ],[0 6 9 6]
186,0.003596484661102295,0.5,[0.35642645 0.79045427 0.4918335  0.8406673 ],[4 8 8 1]
187,0.003577291965484619,0.25,[0.40558964 0.38547525 0.3500435  0.22328658],[3 7 3 7]
188,0.0035886168479919434,0.0,[0.26707456 0.6797548  0.4382886  0.39946988],[2 2 6 3]
189,0.0035810470581054688,0.5,[0.37991807 0.8829711  0.23861414 0.41431794],[9 7 2 3]
190,0.003573000431060791,0.5,[0.21321647 0.7192991  0.605024   0.4621162 ],[4 8 6 5]
191,0.0035736560821533203,0.5,[0.58813995 0.35783368 0.43958747 0.25382772],[6 7 2 5]
192,0.0035775303840637207,0.25,[0.5757616  0.42385608 0.42785156 0.58493084],[4 7 7 3]
193,0.0035791993141174316,0.25,[0.60138977 0.5188705  0.4746551  0.8157538 ],[2 4 3 5]
194,0.003586411476135254,0.5,[0.47491544 0.43871215 0.29028913 0.6850578 ],[7 2 2 0]
195,0.0035823583602905273,0.5,[0.34474567 0.96421415 0.3386525  0.7083402 ],[2 9 6 0]
196,0.0036017298698425293,0.5,[0.22743917 0.8091884  0.536641   0.29025865],[2 1 7 0]
197,0.0035740137100219727,0.5,[0.39748523 0.44014558 0.5726611  0.71157485],[5 3 4 4]
198,0.0035881996154785156,0.5,[0.1963699  0.29533648 0.51597315 0.8358964 ],[2 0 8 4]
199,0.0035827159881591797,0.25,[0.88611585 0.42377084 0.3416299  0.2663216 ],[9 8 2 3]
200,0.0035921335220336914,0.5,[0.9794024  0.7432519  0.38603607 0.29291818],[7 9 8 2]
201,0.0036364197731018066,0.5,[0.733496   0.31109285 0.2883274  0.9114277 ],[8 1 6 9]
202,0.003579437732696533,0.5,[0.4784665  0.2620301  0.9989409  0.79837406],[0 9 0 3]
203,0.003771364688873291,0.75,[0.25485054 0.3939814  0.64521056 0.26930815],[6 7 8 4]
204,0.0035700201988220215,0.25,[0.21788137 0.23394915 0.42604622 0.44917452],[4 5 6 5]
205,0.0035843253135681152,0.75,[0.6296453  0.81691235 0.62869537 0.6504094 ],[4 8 3 3]
206,0.0035933852195739746,0.5,[0.782287   0.2500484  0.38251847 0.4702259 ],[7 1 3 2]
207,0.003583371639251709,0.75,[0.5371777  0.23611274 0.5152758  0.8450123 ],[6 2 4 0]
208,0.0035923123359680176,0.5,[0.46990845 0.21136901 0.38947973 0.4887547 ],[9 8 7 8]
209,0.0035815834999084473,0.5,[0.46063694 0.47780696 0.88321537 0.60984385],[9 5 2 8]
210,0.0035889148712158203,0.25,[0.7181681 0.4393003 0.3532006 0.7460408],[0 4 2 7]
211,0.0035645365715026855,1.0,[0.68428653 0.4517042  0.9996773  0.6222495 ],[9 3 5 5]
212,0.003587186336517334,0.0,[0.44785017 0.42218274 0.34389326 0.3339108 ],[9 3 3 7]
213,0.003583192825317383,0.25,[0.5182029  0.48017207 0.44977337 0.87565064],[8 9 1 1]
214,0.00359344482421875,0.75,[0.45736128 0.61054504 0.62241983 0.6483873 ],[7 9 9 6]
215,0.003578782081604004,0.5,[0.26297995 0.2804867  0.41942632 0.61737835],[7 6 5 1]
216,0.003596484661102295,0.5,[0.46206453 0.71020633 0.21673758 0.879794  ],[5 4 3 6]
217,0.0035910606384277344,0.5,[0.92651814 0.5446192  0.2750949  0.52494025],[6 3 8 5]
218,0.0035785436630249023,0.25,[0.72730315 0.27552387 0.3315633  0.23288842],[0 2 9 8]
219,0.003576338291168213,0.25,[0.29230645 0.5372064  0.1848634  0.9630335 ],[7 6 4 2]
220,0.0035883188247680664,0.25,[0.4303346  0.20192699 0.38049862 0.7675812 ],[1 1 6 1]
221,0.0035806894302368164,0.5,[0.62435573 0.38692698 0.29566565 0.61978275],[9 3 2 7]
222,0.003584921360015869,0.25,[0.4199726  0.84026843 0.31679502 0.26888812],[4 8 3 4]
223,0.003572523593902588,0.25,[0.8263787 0.3255142 0.8461338 0.3313586],[7 1 9 0]
224,0.0035904645919799805,0.5,[0.32368946 0.33852175 0.60614556 0.50292593],[2 5 3 1]
225,0.0036007165908813477,0.25,[0.715447   0.8864025  0.35697633 0.75816154],[9 0 3 1]
226,0.003670930862426758,0.5,[0.5140335  0.23110412 0.7064159  0.44540706],[3 5 1 8]
227,0.003681659698486328,0.75,[0.34634498 0.71590644 0.45733467 0.63781035],[1 8 9 0]
228,0.003608882427215576,0.75,[0.87854505 0.87534183 0.33907786 0.35980162],[9 0 3 0]
229,0.0037454962730407715,0.5,[0.14946643 0.39774564 0.50096834 0.2985262 ],[5 9 7 7]
230,0.003609955310821533,0.75,[0.5696651  0.7018158  0.23259236 0.617674  ],[4 6 5 9]
231,0.003586709499359131,0.25,[0.36199626 0.35312343 0.9744703  0.28990448],[9 3 1 6]
232,0.003566563129425049,0.25,[0.5435456 0.590365  0.6337333 0.4519309],[9 1 6 7]
233,0.0035752058029174805,0.25,[0.93369216 0.33523583 0.36283818 0.41095185],[6 2 9 0]
234,0.003556966781616211,0.25,[0.61517555 0.6012546  0.45659888 0.3278804 ],[3 6 8 3]
235,0.0036290884017944336,0.25,[0.24203031 0.64689046 0.3552195  0.5423638 ],[2 2 8 9]
236,0.003615081310272217,0.75,[0.77662545 0.8916329  0.56897205 0.69835585],[6 8 2 1]
237,0.003585338592529297,0.5,[0.79373115 0.84517014 0.3230437  0.49174264],[0 2 2 0]
238,0.0036031603813171387,0.5,[0.5288391  0.5005507  0.57772416 0.7178273 ],[1 3 0 5]
239,0.003805696964263916,0.25,[0.51918966 0.29279166 0.43448848 0.30281246],[0 3 4 4]
240,0.0036488771438598633,0.5,[0.44579726 0.3637558  0.6168728  0.6863913 ],[6 8 1 4]
241,0.0036447644233703613,0.25,[0.29601356 0.35043716 0.33316877 0.62716234],[3 3 1 0]
242,0.003703594207763672,0.75,[0.88192827 0.99960274 0.4403086  0.6831991 ],[9 2 7 8]
243,0.003750324249267578,0.5,[0.87880826 0.2769163  0.5386315  0.6281267 ],[6 7 5 5]
244,0.0036254525184631348,0.25,[0.6864139 0.3070744 0.5398127 0.6376512],[0 5 9 4]
245,0.0036062002182006836,0.25,[0.29806343 0.68307614 0.23581553 0.8917965 ],[9 0 9 8]
246,0.003585994243621826,0.25,[0.46693414 0.42505157 0.39108378 0.4070254 ],[3 2 8 0]
247,0.003592848777770996,1.0,[0.3785258  0.41523206 0.8010677  0.6199312 ],[7 9 5 2]
248,0.0036048293113708496,0.25,[0.3122825  0.34953547 0.50059474 0.47739157],[3 7 2 8]
249,0.003583848476409912,0.5,[0.5333303  0.8212     0.26837087 0.40154257],[3 3 0 4]
250,0.0035927295684814453,0.5,[0.32458618 0.4256671  0.6624703  0.57692635],[8 8 4 5]
251,0.0035831332206726074,1.0,[0.27328393 0.92021304 0.66296965 0.71877074],[8 9 6 9]
252,0.0035770535469055176,0.0,[0.27838358 0.4526438  0.76890385 0.29052928],[4 2 9 6]
253,0.003552079200744629,0.0,[0.2801114  0.32926837 0.376217   0.4881535 ],[4 9 6 7]
254,0.003642439842224121,0.5,[0.5167409  0.9469602  0.16484764 0.5323906 ],[0 8 6 7]
255,0.0035917162895202637,0.75,[0.53696966 0.8032234  0.48642746 0.86620474],[0 1 3 1]
256,0.0036006569862365723,0.5,[0.4112909  0.39216116 0.9380016  0.6975544 ],[4 2 9 5]
257,0.003584623336791992,0.25,[0.5086643  0.52101976 0.5339029  0.7595853 ],[2 8 0 4]
258,0.003588855266571045,0.75,[0.30931875 0.32438123 0.9438859  0.32567495],[6 3 9 4]
259,0.0035884976387023926,0.5,[0.1920296  0.92716634 0.87761617 0.5271707 ],[4 9 8 7]
260,0.0035926103591918945,0.25,[0.671181   0.5127507  0.29487428 0.8530081 ],[0 5 7 1]
261,0.0036023855209350586,0.0,[0.21347769 0.6485123  0.37353376 0.4281404 ],[0 4 5 5]
262,0.003592848777770996,0.25,[0.58735687 0.3871945  0.6469868  0.7406409 ],[6 5 8 0]
263,0.003583192825317383,0.75,[0.48493823 0.53354746 0.60149056 0.4995073 ],[2 2 5 3]
264,0.0035902857780456543,0.0,[0.40089303 0.48862737 0.52181613 0.2690963 ],[4 2 9 7]
265,0.0036356449127197266,0.25,[0.24714476 0.6013279  0.82795745 0.488354  ],[5 2 1 6]
266,0.0036658048629760742,0.75,[0.90336144 0.21497974 0.94089997 0.97759914],[0 5 7 9]
267,0.0036597847938537598,0.75,[0.71217    0.91282165 0.5414756  0.3063726 ],[7 4 9 4]
268,0.003598809242248535,0.5,[0.3646707  0.44909656 0.7435934  0.34931284],[1 9 1 3]
